,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드
910,가부시키가이샤 재팬 디스프레이,20230623,1020257005420,"복수의 조명 장치의 각종 설정을 일제히 변경할 수 있는 조명 시스템 및 제어 장치를 제공한다. 조명 시스템은 광원과, 해당 광원의 광축 상에 마련되고, 당해 광원으로부터 사출되는 광의 배광 상태를 제1 방향과 당해 제1 방향에 교차하는 제2 방향의 2방향으로 설정 가능한 광학 소자를 구비한 복수의 조명 장치와, 복수의 조명 장치를 제어하여 배광 상태를 변경하는 제어 장치를 구비한다. 제어 장치는, 복수의 검출 소자가 마련된 검출 영역을 갖는 터치 센서와, 평면으로 보아 터치 센서의 검출 영역에 겹치는 표시 영역이 마련된 표시 패널과, 적어도 배광 상태의 설정값을 포함하는 설정 정보를 저장하는 제1 기억 회로를 구비한다. 제어 장치는, 설정값의 변경이 행해졌을 때에, 복수의 조명 장치의 일부 또는 전부에 설정 정보를 송신하고, 각 조명 장치는 제어 장치로부터 송신된 설정 정보를 저장하는 제2 기억 회로를 구비한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c932269280786ca4e740b546f78b51e4092f3e848fc57e059c8dacc741ca14a38983311f5a0af6678c4b6b01f74310169ef0a391ecc2328b470,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfda0a83f636cb9ad9ec4e3d6eb9368781cba628aa08dcde3a959f760b996254b8083707024e1fdee512f916a240e1749fa0550a870b6ada79,11,조명 시스템 및 제어 장치,H05B 47/105|H05B 47/155|H05B 47/17|H05B 47/19|H05B 45/20|H05B 45/10,20250324,1020250040695,,,,,공개,제어
911,현대자동차주식회사|기아 주식회사,20230309,1020230031190,"본 발명은 차량의 OTA 업데이트 제어 장치 및 그 방법에 관한 것으로, 데이터 서버로부터 제1 ECU에 대한 복수의 업데이트 데이터를 수신하는 과정에서, 수신이 완료된 업데이트 데이터를 순차적으로 주변에 위치한 차량으로 전송하고, 상기 차량으로부터 제2 ECU에 대한 복수의 업데이트 데이터를 수신함으로써, 각 ECU의 업데이트 속도를 향상시킬 수 있는 차량의 OTA 업데이트 제어 장치 및 그 방법을 제공하고자 한다.  이를 위하여, 본 발명은 데이터 서버와의 통신 인터페이스를 제공하는 제1 통신부; 차량 간 통신 인터페이스를 제공하는 제2 통신부; 및 상기 데이터 서버로 군집 업데이트를 요청하고, 상기 데이터 서버로부터 제1 ECU(Electronic Control Unit)에 대한 복수의 업데이트 데이터를 수신하는 과정에서, 수신이 완료된 업데이트 데이터를 순차적으로 주변에 위치한 차량으로 전송하고, 상기 주변에 위치한 차량으로부터 제2 ECU에 대한 복수의 업데이트 데이터를 수신하도록 상기 제1 통신부와 상기 제2 통신부를 제어하는 제어부를 포함할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93cfee614daddf93245bfed8e41b1c0c354c22f43c47b8442743d9937b4a06d7296fab2c126aab6873c64b5bf4dfac959c852593a8a142df43,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf4cefca99ddc9543e93b56d4bf68feeaee98f5eb70d9efc5b53686f45d3fd19748ca4a593af41196c4c8a4e9b31db2a9e5a112a6f51f99e86,12,차량의 OTA 업데이트 제어 장치 및 그 방법,G06F 8/65|H04L 67/00|H04L 67/52,20240920,1020240137873,,,,,공개,제어
912,재단법인대구경북과학기술원|주식회사 로엔서지컬,20241220,1020240192170,"본 개시에 따르면, 상기 로봇의 적어도 하나의 구동 축 각각에 대해, 상기 로봇의 역 구동 모델에 기반하여 목표 회전각에 대한 초기 입력 회전각을 획득하는 단계; 상기 로봇의 구동 모델에 기반하여 상기 초기 입력 회전각에 대한 예측 회전각을 획득하는 단계; 및 상기 예측 회전각의 상기 목표 회전각에 대한 오차에 기반하여 상기 초기 입력 회전각을 보정하는 단계를 포함하는 로봇 제어 신호 보정 방법이 개시된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93177963701f900176fd860cf49037bca62a3f5d0ef0f024ae2a493c61b64576b5ba2afe871bd65a072150bb60170d47a3ebd6a8e4b14964ea,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf3e97f307204c011cc4106ad264669d45ccc54a15d564b02bfb3cfec3aba9629fe7bf0655d799c3169678f659fe0e493b87ec353f5232f005,13,로봇 제어 신호 보정 방법 및 이를 위한 전자 장치,B25J 9/16|B25J 13/08,20250708,1020250105204,,,,,공개,제어
913,항저우 브론쿠스 메디컬 컴퍼니 리미티드,20211229,1020237026140,"본 발명은 RF 조작 데이터의 제어방법, 장치 및 시린지 펌프에 관한 것이다. 상기 방법은 RF 조작 임무가 촉발될 때, 시린지 펌프가 적어도 하나의 주입 통로를 열도록 제어하는 것에 의해 주입 조작을 진행하는 스텝과, 듀얼 제어 모드에서 RF 조작 대상의 복수 부위의 온도값이 온도 보호 범위를 초과할 때, 시린지 펌프가 일부 또는 모든의 주입 통로의 개폐를 제어하거나 또는 일부 또는 모든 주입 통로의 유속을 제어하도록 제어하는 스텝과, 시린지 펌프의 유속이 온도 제어 한계치에 도달했지만 온도값이 여전히 온도 보호 범위를 초과할 때 RF 출력파워를 제어하는 스텝과, 복수 부위의 저항값이 사전 설정의 저항 보호 범위를 초과할 때, 시린지 펌프가 일부 또는 모든 주입 통로의 유속을 제어하는 스텝을 포함한다. 본 발명은 RF 조작 임무를 실시할 때 액체를 주입하는 신속성, 정확성 및 적절성을 향상시킬 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93c6fad75af9e120b57a3479cc0216a791b7d46d4804ade82e88388e223b01edebe24722741584644838c8a4cc6ba2e68d2e53994e812acbdc,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf379ec98652200d9692221b88a1e5d3a3e26725601d51d912144a7a6a8707b354733f47c70da465985cc2afc9b3d952c6ce2373f36cb6bdea,14,"RF 조작 데이터의 제어방법, 장치 및 시린지 펌프",A61B 18/12|A61M 5/168|A61B 18/00,20230911,1020230130030,,,,,공개,제어
914,주식회사 위니아,20060912,1020060087900,"본 발명은 공기청정 운전모드를 갖는 에어컨의 운전 제어방법에 관한 것으로서, 에어컨의 실내기와 실외기에 가스센서를 각각 설치하여 실외공기가 일정 오염도 이상일 경우 공기청정 운전모드가 자동으로 작동되며 일정시간 동안 실내공기의 오염도에 따라 공기청정 운전을 수행하도록 함으로써 실외공기가 심하게 오염되어 실내공기를 오염시킬 경우 자동으로 작동되어 실내공기를 더욱더 쾌적하게 유지시킬 수 있는 이점이 있다.  공기청정, 오염도, 가스센서, 에어컨, 자동운전",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9cfe49d03e6a3dce010a8d3f06aeb880d00074e4498887386f4b2b206fd34d1e75,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe46c22163f668395d42fd973b3ad065532cde925af75eb191dae4aea6e9626bdea,15,공기청정 운전모드를 갖는 에어컨의 운전 제어방법,F24F 11/65|F24F 8/10|F24F 11/61|F24F 110/52|F24F 110/65,,,20071113,,20071105,1007756160000,소멸,제어
915,대한민국(육군참모총장),20220728,1020220094015,"본 발명은 제독장비용 제어유니트 시험장비를 제공한다. 상기 제독장비용 제어유니트 시험장비는 제독장비용 제어유니트에 연결부를 통해 전기적으로 연결되는 입출력 인터페이스, 제1 동작모드에서 입출력 인터페이스를 통해 제1 신호를 출력하고, 제1 동작모드와 상이한 제2 동작모드에서 입출력 인터페이스를 통해 제1 신호와 상이한 제2 신호를 출력하도록 제어하는 제어부, 제어부에, 제1 동작모드와 제2 동작모드 중 적어도 하나를 결정하는 동작모드 명령을 제공하는 입력 인터페이스, 입력 인터페이스, 제어부 및 입출력 인터페이스에 전원을 제공하고, 외부 장치와 분리되는 전원공급부를 포함하되, 각각의 제1 동작모드와 제2 동작모드는 제독장비용 제어유니트의 종류에 대응된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93d8ed65ed6507dd11d1d08502fadc30998e3e66f94416ac8404842cdfc5176d7008f5501d668a28fa77f3ff1217434524076b5a3f5a8a8bc5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa2cf8c134d0a5f97b4d95b86d0b6e49e1ffaf3629bf330a04d77b6ba775f8009b6d06bde0e1273a589ac286e09a667fb5d5633ec5f6302c0,16,제독장비용 제어유니트 시험장비,F41A 31/00|F41H 9/00|G01R 13/02,20240207,1020240017211,20250318,,20250310,1027810330000,등록,제어
916,동명대학교산학협력단|주식회사 한국나이스기술단,20141215,1020140180107,"소규모 주택용 맞춤형 전력피크 제어장치에 있어서, 각 부로부터 데이터를 전송받아 입력된 제어명령에 의하여 제어를 수행하고 제어명령 및 처리된 데이터를 송수신하는 메인 제어부(1); 상기 메인제어부로부터 전력피크 데이터를 전송받아 저장하는 저장 메모리(2); 상기 메인 제어부(1)와 연결되어 RS-232통신으로 상기 메인 제어부(1)에 제어 명령을 입력하고 상기 메인 제어부(1)로부터 전송되는 전력량 데이터를 출력하는 인터페이스(3); 상기 메인 제어부(1)와 인터페이스(3)를 연결하는 RS-232통신 케이블(4); 각 존별 가전기기에 해당되는 고유 아이디(ID)인 키를 할당되고 할당된 키별 가전기기 정보, 위치 정보를 저장하는 키맵테이블(5); 시간대별 전체 전력량을 측정하여 송신하는 스마트미터(6); 존별 전력량을 각 존별 모뎀으로 송신하는 존별 전력선통신 모뎀(7); 상기 스마트미터(6)와 존별 전력선통신 모뎀(7), 메인 제어부(1)와 연결되고 상기 스마트미터(6), 존별 전력선통신 모뎀(7)으로부터 전송된 데이터를 상기 제어부로 송수신하는 전력선통신 모뎀(8);으로 구성되는 전력피크 제어모듈(100), 각 가전기기와 연결되어 상기 전력피크 제어모듈(100)에 의해 가전기기로 전송되는 전력을 제어하는 다수의 스위치(9);로 구성한다.  따라서, 본 발명에 따른 소규모 주택용 맞춤형 전력피크 제...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e007231e2e36be10b24bde7b89cbe26e78977d923272dd93fab217049fa27b4ef6940c753814584a5414cb6fc204f0641125b8bfb3291d00b17,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb120cc175954766a67fe89df6d6fd4db11179a523940cf309286a24ca33604ab51760c7e75ec8f210c0b96170c6907785257ff35704ebeb7,17,키맵테이블 방식에 의해 제어되는 맞춤형 전력피크 제어장치,H02J 3/14|H02J 13/00,20160623,1020160072472,20170814,,20170728,1017646720000,등록,제어
917,램 리써치 코포레이션,20220728,1020247007935,"저항성 히터를 위한 제어 회로는 AC 소스로부터 AC 신호를 수신하도록 구성된 정류기를 포함한다. 스위치는 정류기에 연결된다. 제 1 다이오드는 스위치 및 정류기에 연결된다. LC 회로는 스위치, 제 1 다이오드 및 저항성 히터에 연결된다. 열전대 (thermocouple) 는 저항성 히터의 온도에 기초하여 온도 신호를 생성하도록 구성된다. 스위치 제어기는 열전대로부터 온도 신호를 수신하고 그리고 LC 회로로의 전력 출력을 가변하기 위해 스위치의 듀티 사이클을 제어하도록 구성된 스위치 제어 신호를 생성하도록 구성된다. LC 회로는 스위치의 듀티 사이클에 기초하여 가변하는 진폭을 갖는 정류된 AC 신호를 출력한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93366cfba719447f7bd516bf24065066c3d7474f06e57b9c5fad3a4a23786fc43d165e6c40da1a31106b67748caa03cde318131c2268e8b753,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfaced4fcb9919646cc481e0348886a0452faefca43ed2f8ed5af52e8f21b77110dc714acfb17ad20ef18ec6e00dc0bed3975a7162b60c509c,18,히터 온도를 제어하기 위해 정류기 및 벅 스테이지 (buck stage) 를 사용하는 전압의 진폭 변조,H05B 1/02|H05B 3/00|H02M 1/08,20240405,1020240045279,,,,,공개,제어
918,이화여자대학교 산학협력단,20241122,1020240168045,"본 발명은 1) 단일벽 탄소나노튜브를 제1 계면활성제 수용액에 분산하여 단일벽 탄소나노튜브 분산액을 제조하는 단계; 2) 크로마토그래피용 젤에 제2 계면활성제 수용액을 흘려보내는 컨디셔닝 단계; 3) 상기 젤에 단일벽 탄소나노튜브가 흡착되도록 상기 단일벽 탄소나노튜브 분산액을 주입하는 단계; 및 4) 상기 단일벽 탄소나노튜브가 흡착된 상기 젤에 제2 계면활성제 수용액을 흘려보내어 단일벽 탄소나노튜브를 용출시키는 용출단계;를 포함하여 이루어지고, 상기 용출단계는 상기 계면활성제 수용액의 용출 속도를 0.1 ml/min 내지 6.0 ml/min 로 제어하는 단계인 것인, 고순도 금속성 탄소나노튜브의 분리방법에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9306ea52d80899ecdafbbfdc6deccbb909c2bc50548537fa411d7f02fa87e2410f7e7a68cd17110a2558664f2b4527ffce9ea3958ff688642a,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe6963197554716fa6717ba9e9450df9e0394dec1326ac3c524e8f2473316b3746cc74e50aebcc797b5ab4ff208013100e22390921f01ffba,19,용출 속도 제어를 통한 고순도 금속성 탄소나노튜브 분리방법,C01B 32/17|C01B 32/174|B01J 19/10|B01D 15/08,20241210,1020240172723,20250731,,20250725,1028401340000,등록,제어
919,엘지전자 주식회사,20110527,1020110050631,"본 발명의 일실시예에 의한 디스플레이 장치는, 방송국으로부터 방송 프로그램을 수신하는 튜너(상기 방송 프로그램은 오디오 데이터 및 비디오 데이터를 포함)와, 상기 수신된 오디오 데이터 및 비디오 데이터를 디멀티플렉싱 하는 디멀티플렉서와, 이전에 실행되었던 기록이 있는 적어도 하나 이상의 컨텐트를 리스팅 하는 데이터를 저장하는 메모리와, 상기 메모리에 저장된 데이터와 관련된 커맨드를 수신하는 유저 인터페이스와, 상기 메모리에 저장된 데이터를 이용하여, 상기 적어도 하나 이상의 컨텐트를 리스팅 하는 그래픽 데이터를 생성하는 OSD 제너레이터와, 상기 방송 프로그램의 비디오 데이터 및 상기 OSD 제너레이터에 의해 생성된 그래픽 데이터를 믹싱하는 믹서와, 그리고 상기 믹싱된 비디오 데이터 및 그래픽 데이터를, 디스플레이 모듈을 통해 출력되도록 제어하는 컨트롤러를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0013718e53c249cbdb5f27ff388e3ff4c79fdd6db842d8d86ac40ffe709e731118764ae08e519407c2c5e43aff3847f980a95e0836eac5e564,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf459704c91179f2bc926fbe9d212f24a7a2e6dc5a10daa91044a7e5fc82f636a84a48e5fafe816a72d1187000eda4c7f505de24ed757d79f3,20,비디오 데이터를 처리하는 디스플레이 장치 및 그 제어 방법,H04N 21/43|H04N 21/47|H04N 21/431,20121205,1020120132054,20150930,,20150922,1015561650000,등록,제어
920,엘지전자 주식회사,20141208,1020140174695,"단말 장치, 정보 표시 시스템 및 단말 장치의 제어 방법이 개시된다. 단말 장치는 네트워크에 연결된 외부 장치가 포함된 사진을 촬영하는 카메라부, 촬영된 사진으로부터 외부 장치를 감지하는 제어부, 데이터를 송수신하는 통신부 및 촬영된 사진을 디스플레이하는 디스플레이부를 포함하며, 제어부는 촬영된 사진 내의 감지된 외부 장치가 선택될 때, 외부 장치의 센싱 히스토리를 기반으로 외부 장치의 정보를 수신하도록 통신부를 제어하고, 수신된 외부 장치의 정보를 디스플레이부에 표시하도록 디스플레이부를 제어할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93be1addbd266af5825323938a54efd11e63fbd55ff43a464962d9b4f354b79cba093e202c4ea1d308e167b6e1b33d45b65fafdc5da25fad5e,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe1dc15cbe45718b8f474dc8f76e97a7c542769661e9faa20978dcb7af55690dcc018b632b5cc9d3a59d5da94601b13c2b7579e0ed8aea113,21,"단말 장치, 정보 표시 시스템 및 단말 장치의 제어 방법",H04W 88/02|H04W 4/00|H04W 76/20|G06Q 50/00,20160616,1020160069144,20210915,,20210909,1023023270000,등록,제어
921,주식회사 엑시언,20141127,1020140167670,"본 발명은 바이 퓨얼 차량의 연료펌프 제어장치에 관한 것으로서, LPG 연료와 CNG 연료를 이용하여 주기적으로 엔진을 구동하는 바이 퓨얼 차량에 있어서, 현재 사용 중인 연료가 CNG 연료일 경우 LPG ECU가 CNG ECU의 운전상태를 인식하여 LPG 연료의 연료압이 목표치에 도달되도록 LPG 펌프의 회전수를 제어함으로써, LPG 연료 공급시스템이 적용된 차량에 CNG 연료 공급시스템을 추가하여 CNG ECU를 통해 LPG 펌프의 운용을 안정적으로 수행할 수 있도록 하는 바이 퓨얼 차량을 제공하고자 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00e71e92c0a0b2bd504f64255ebe4ad6505d2c4cbd7d45951b0e88badc1de489894da4d3398e58b55ff504af65d212322cb9ea59ff287dc2d3,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfbaebf7bfdeeab659133c78e70e4b433afc1abc2da906fec8b3b3688ee44d1c65428d9009567b6eff8edab9a4c7fc63ab8b2e979ef4d5a7bd,22,바이 퓨얼 차량의 연료펌프 제어장치,F02D 19/08|F02D 19/02|F02D 33/00|F02D 41/04|F02M 21/02|F02M 59/38,20160607,1020160063864,20160706,,20160628,1016359830000,등록,제어
922,에이치엘만도 주식회사,20230303,1020230028427,"본 발명은 목적 기반 차량(PBV)을 이용하는 소비자들의 운전 성향과 관련된 데이터를 수집하여 서버에 저장하고, 상기 서버에 저장된 데이터를 바탕으로 개인 성향을 복수로 분류하는 인공지능(AI) 모델을 학습한 다음, 새로운 소비자가 차량을 이용하는 경우 미리 분류된 개인 성향 중 어느 성향에 속하는 지 인공지능(AI) 모델을 통해 분류하고, 이와 같이 분류된 성향에 따라 맞춤형으로 차량을 통합 제어하는 것을 특징으로 하는, 다양한 운전자 성향을 반영한 목적 기반 차량의 통합 제어 시스템을 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c931d5ee70f056b2e1c05a905634066ba8ec7cf60c6cd6687de9bb03f4a2e6428ad92d7f423bd0bbcb465d87c2eaa98d927ca50d9a5af4f9c38,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfbed3ba128b257e58bf6d6c288cf5fd96fb4b16766b6be5dc4d5937651a5eb45753f637b5fc38b21a070d2b9d113d1077e21efefc1f43756d,23,다양한 운전자 성향을 반영한 목적 기반 차량의 통합 제어 시스템,B60W 40/09|B60W 50/08|B60W 40/10|B60W 30/182|G06N 3/08,20240910,1020240135196,,,,,공개,제어
923,주식회사 위니아,20041209,1020040103667,"본 발명은 2개의 온도센서를 갖는 김치저장고 및 이러한 김치저장고의 숙성 제어방법에 관한 것으로서, 본 발명에 따른 김치저장고는 내부에 저장실이 형성된 본체와; 상기 저장실 내의 상부영역에 마련되어 상기 저장실 내의 온도를 검출하는 제1온도센서와; 상기 저장실의 어느 일측에 상기 저장실의 하부온도를 검출하는 제2온도센서와; 상기 저장실의 내부를 가열하는 히터와; 상기 제1 및 제2온도센서와 연계하되, 상기 저장실 내로 수용되는 김치의 초기품온에 기초하여 상기 히터를 제어하는 제어부를 포함하는 것을 특징으로 한다.  이와 같이, 기존의 온도센서에 더하여 저장실의 하부온도를 검출할 수 있는 추가의 온도센서를 마련하고 이 온도센서들에 기초하여 김치의 초기품온에 따라 숙성시간을 달리 제어할 수 있도록 함으로써 김치의 숙성정도를 더욱 정밀하게 제어하여 김치맛을 최적화할 수 있게 되는 것이다.  김치저장고, 저장실, 히터, 김치, 숙성, 온도센서",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9ccf2ab65a39879348f58d7f343b8da298432b0f66713e7d594dc5efcb10ed8a22,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe4598c4c077876d4f95f57ab3a42e65607c83c3c9b0e0b1b88338bd3b85c9fbb63,24,2개의 온도센서를 갖는 김치저장고 및 이러한 김치저장고의 숙성 제어방법,A23B 7/10|F25D 31/00,20060614,1020060064970,20070413,,20070406,1007073580000,소멸,제어
924,주식회사 경원이앤씨,20190129,1020190011345,"본 발명에 따른 열전 발전 장치는 고온측과 저온측의 온도차를 이용하여 전기를 발생시키는 열전발전모듈, 상기 열전발전모듈의 고온측에 고온의 배가스를 공급하는 배가스 공급부, 상기 열전발전모듈의 저온측에 저온의 냉각수를 공급하는 냉각수 공급부, 및 상기 열전발전모듈의 고온측 온도와 저온측 온도를 측정하여 상기 열전발전모듈의 출력을 연산하고, 연산된 출력이 미리 정해진 최소값 미만인 경우 상기 배가스와 냉각수의 공급량을 증감시키도록 상기 배가스 공급부와 냉각수 공급부의 동작을 제어하는 제어부를 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00618a862ebca3927af0589efe9f3fc02ab011d02800587c78173528956de45f38d7f797bdfbe68a2a826401d0242226ee76b4e9fdd96280eb,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6a4b89d5eeb1f46e78369f17cf983722eb300bde16e65f0e22aad28be2e0e6f0dd79fe69211ccfb2f72b999b7ee5e120fe192a8ea302a27e,25,열전 발전 장치 및 그 제어방법,H10N 10/01|H10N 10/80|H10N 10/17|H02N 11/00,20200806,1020200093959,20200807,,20200803,1021423840000,등록,제어
925,램 리써치 코포레이션,20210830,1020227045630,"자기장들을 사용하여 플라즈마 방전 균일도를 제어하기 위한 방법들, 시스템들, 장치들, 및 컴퓨터 프로그램들이 제공된다. 기판 프로세싱 장치는 기판을 프로세싱하기 위한 프로세싱 존을 갖는 진공 챔버를 포함한다. 장치는 진공 챔버와 연관된 축 방향 자기장을 나타내는 제 1 신호 및 방사상 자기장을 나타내는 제 2 신호를 검출하기 위한 자기장 센서를 더 포함한다. 장치는 진공 챔버의 프로세싱 존을 통한 축 방향 보충 자기장 및 방사상 보충 자기장을 생성하기 위해 적어도 2 개의 자기장 소스들을 포함한다. 장치는 자기장 센서 및 적어도 2 개의 자기장 소스들에 커플링된 자기장 제어기를 포함한다. 자기장 제어기는 제 1 신호 및 제 2 신호에 기초하여 축 방향 보충 자기장 및 방사상 보충 자기장 중 하나 이상의 적어도 일 특성을 조정한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93bc3707d24fb922b283d5513d8d5130ffd562f4214e4ed25c580bd75674b47eff21b778603c6d93a18488694e4bee2aa4a69ca7f1d7bcf21e,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf386252d8df6a6184df5421d4a009b16039cebc93cceef1f8dff0178a5c40c176eed0838804f04eea492c8cc09db06d9e1e1c4f83d41209b9,26,자기장을 사용한 플라즈마 방전 균일도 제어,H01J 37/32,20230516,1020230067578,,,,,공개,제어
926,한국전력공사,20240124,1020240011121,"본 발명의 주파수 안정도를 확보하기 위한 ESS  제어 방법은, 계통주파수 및 ESS의 출력 상태와 시간정보를 입력받는 단계; 상기 입력받은 정보를 이용하여 상기 ESS의 응동 여부 판단 및 출력 제어 방법을 결정하는 단계; 상기 결정된 결과에 의해 주파수 하락 및 변화에 대응하여 상기 ESS를 제어하는 단계; 및 상기 ESS의 출력 상태 및 출력 종료시간을 저장하는 단계를 포함하되, 계통 주파수에 특정 외란이 발생한 후 완전 회복되는 기간 동안, 상기 ESS의 과도 Full 방전 또는 과도 Full 충전의 수행 횟수를 제한하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9306ea52d80899ecdafbbfdc6deccbb9094c3d001ccb48db57cb5c1cb358b3fdd2ab1a53dc40d60a667c75da8b1fbda46d3a3288ff94f51d3b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe6963197554716fa6717ba9e9450df9e8ba7a35f18e6b4738eb2e4adce1faff9d678ed6481b1e811d056cd87435600813c48394bf4783091,27,주파수 안정도를 확보하기 위한 ESS 제어 방법 및 장치,H02J 3/32|H02J 3/24|G01R 23/02|H02J 7/00,20250731,1020250115801,,,,,공개,제어
927,"외를리콘 서피스 솔루션즈 아게, 페피콘",20191028,1020217014637,"본 발명은 다작용성 코팅 구조를 생성하기 위한 PVD 코팅 방법을 개시하며, 상기 방법은 기재(substrate) 상에서 HEA 세라믹 매트릭스를 생성하는 단계, 및 제어된 침전물 구조(controlled precipitate structure)를 상기 HEA 세라믹 매트릭스 내로 표적화 도입(targeted introduction)하여, 코팅 구조의 요망되는 특정한 특성을 발생시키는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93cbb83bf3c06e650a081d47fa42c930c0cedb317940f923493878f44e7e081486266b1694815d30edcc87d44e378393306af5b2d26375bb9e,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf8b23fcb37182cf3dee75d8bf3ac65915277da9b697138ff076041b4c4bde876f86920ae1958128b4f73dd0f3c0b8b5a25dcd826e76a72409,28,제어된 침전물 구조와 함께 HEA 세라믹 매트릭스를 갖는 PVD 코팅,C23C 14/58|C23C 14/06|C23C 14/35|C23C 14/34|C23C 14/32,20210629,1020210079314,,,,,공개,제어
