Unnamed: 0,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드,combined,유사도,출원년도,출원연도
866,주식회사 나우로보틱스,20221202,1020220167087,"본 발명은 실시간 로봇 제어 알고리즘을 이용한 로봇 모션 제어 시스템에 관한 것으로, 모션로봇의 기구학 연산을 담당하는 연산부를 갖는 PC; 및 상기 PC 내부에 구비되며 모션로봇의 구동부에 연결되어 모션 제어를 수행하는 제어부를 포함하되, 상기 PC는 제1 CPU 및 제2 CPU를 포함하여 구성되며, 상기 연산부의 기구학 연산의 실시간성을 확보하기 위해 연동부를 더 구비하는 것을 특징으로 하는 실시간 로봇 제어 알고리즘을 이용한 로봇 모션 제어 시스템을 제공한다. 본 발명에 따르면, 실시간 로봇 제어 알고리즘을 이용하여 로봇의 모션을 정교하게 제어하므로 로봇의 오동작에 의한 파손을 방지할 수 있고,오동작에 의한 파손이 방지되므로 A/S의 단순화로 인한 경제성 상승 효과를 볼 수 있다.  본 명세서는 인천 연구개발 활성화 사업(과제번호 : 2022-연구개발성과사업화-01)의 도움을 받아 작성 되었다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93c2a5fd50e50f8ab1214566791e8a3884fec7eaffee0499202e792d0b846a6b200081982760c9a078c81b3de5f532535ec2a2e126a7e9dc73,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf9bf980fb5ca90c0210f3793a14400cd1cfcbb81dc083d6b2a72f3fc1712b86674ffbe89ede279f578197f71d4e5c7725c1dc3f72ea2721f2,67,실시간 로봇 제어 알고리즘을 이용한 로봇 모션 제어 시스템,B25J 9/16|B25J 13/00,20240612.0,1020240083290.0,,,,,공개,알고리즘,"실시간 로봇 제어 알고리즘을 이용한 로봇 모션 제어 시스템 본 발명은 실시간 로봇 제어 알고리즘을 이용한 로봇 모션 제어 시스템에 관한 것으로, 모션로봇의 기구학 연산을 담당하는 연산부를 갖는 PC; 및 상기 PC 내부에 구비되며 모션로봇의 구동부에 연결되어 모션 제어를 수행하는 제어부를 포함하되, 상기 PC는 제1 CPU 및 제2 CPU를 포함하여 구성되며, 상기 연산부의 기구학 연산의 실시간성을 확보하기 위해 연동부를 더 구비하는 것을 특징으로 하는 실시간 로봇 제어 알고리즘을 이용한 로봇 모션 제어 시스템을 제공한다. 본 발명에 따르면, 실시간 로봇 제어 알고리즘을 이용하여 로봇의 모션을 정교하게 제어하므로 로봇의 오동작에 의한 파손을 방지할 수 있고,오동작에 의한 파손이 방지되므로 A/S의 단순화로 인한 경제성 상승 효과를 볼 수 있다.  본 명세서는 인천 연구개발 활성화 사업(과제번호 : 2022-연구개발성과사업화-01)의 도움을 받아 작성 되었다. ",0.4157084132057517,2022,2022
867,(주)에스이랩,20191213,1020190167054,"본 발명은 독립적으로 운영되던 다양한 수재해 관련 알고리즘을 모듈화하여 통합 구성하고 이러한 알고리즘 모듈의 수행 효율을 높이도록 하여 분석에 필요한 자원을 줄이고 다양한 알고리즘 모듈의 융합과 스케줄링을 통해 수재해 분석 효율을 높이면서 확장이 용이한 개방성을 가질 수 있도록 한 시각적 스케쥴링 기반의 알고리즘 모듈 조합을 이용한 수재해 통합 자료 처리 장치에 관한 것으로서, 수재해 분석을 위해 다양하게 수집되는 방대한 관측 자료들을 교차 사용하는 복수의 알고리즘 모듈들을 통합하여 연계 분석을 수행할 수 있도록 하는 플렛폼 시스템을 제공하면서 각 알고리즘 모듈들에 포함된 전처리들 중 중복되는 것을 별도로 수행하도록 하여 부하를 줄이고, 전처리와 각 알고리즘 모듈의 수행 상황을 통해 연계 수행을 위한 산출물 생성 완료나 사용할 입력자료의 갱신 여부를 간편하게 확인하여 중복 확인 부하를 줄임으로써 시스템 효율성을 높여 분석 속도와 시스템 자원의 사용 효율을 높이고, 증설 시점을 늦추면서 운영 비용을 줄일 수 있는 효과가 있음과 아울러 오류를 줄일 수 있는 효과가 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c932b12ae77d7182f256b1f6b753d638c8625a918f5822c138bbb180386a10f428fc9563e44cde0d3b6693cbe6ba11c1c6300b4e35f03244cff,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf4379fa0cee0459315d00c8631d12ba31be0fd4df193488a1548a5a2f899dae3047287ba674d90f7a8749fd3e4a9efe8037a8b348f7dbde96,68,시각적 스케쥴링 기반의 알고리즘 모듈 조합을 이용한 수재해 통합 자료 처리 장치,G06Q 50/26|G06F 16/25,,,20210309.0,,20210302.0,1022241890000.0,등록,알고리즘,"시각적 스케쥴링 기반의 알고리즘 모듈 조합을 이용한 수재해 통합 자료 처리 장치 본 발명은 독립적으로 운영되던 다양한 수재해 관련 알고리즘을 모듈화하여 통합 구성하고 이러한 알고리즘 모듈의 수행 효율을 높이도록 하여 분석에 필요한 자원을 줄이고 다양한 알고리즘 모듈의 융합과 스케줄링을 통해 수재해 분석 효율을 높이면서 확장이 용이한 개방성을 가질 수 있도록 한 시각적 스케쥴링 기반의 알고리즘 모듈 조합을 이용한 수재해 통합 자료 처리 장치에 관한 것으로서, 수재해 분석을 위해 다양하게 수집되는 방대한 관측 자료들을 교차 사용하는 복수의 알고리즘 모듈들을 통합하여 연계 분석을 수행할 수 있도록 하는 플렛폼 시스템을 제공하면서 각 알고리즘 모듈들에 포함된 전처리들 중 중복되는 것을 별도로 수행하도록 하여 부하를 줄이고, 전처리와 각 알고리즘 모듈의 수행 상황을 통해 연계 수행을 위한 산출물 생성 완료나 사용할 입력자료의 갱신 여부를 간편하게 확인하여 중복 확인 부하를 줄임으로써 시스템 효율성을 높여 분석 속도와 시스템 자원의 사용 효율을 높이고, 증설 시점을 늦추면서 운영 비용을 줄일 수 있는 효과가 있음과 아울러 오류를 줄일 수 있는 효과가 있다. ",0.3360288770407603,2019,2019
868,주식회사 나노바이오라이프,20200807,1020200099480,"본 발명은 분석 과정에서 증폭 중인 유전자 시료에 대한 다중 형광신호를 고감도로 검출 및 분석하여 검출 한계와 민감도를 향상시켜 분자진단의 분석 정밀도를 향상시킬 수 있는 소형 qPCR(quantitative Polymerase Chain Reaction) 장비용 머신러닝 기반의 액상시료 정량 분석 알고리즘을 탑재한 다채널 고집속 고감도 형광검출 스캐닝 시스템에 관한 것으로, 형광검출 스캐닝 시스템은 광방출-광검출 스캔 구조를 구비하는 다중 형광검출 광학 모듈, 다중 형광검출 광학 모듈의 평면 이동을 지지하는 2차원 구동 스테이지, 및 다중 형광검출 광학 모듈과 2차원 구동 스테이지의 동작을 제어하는 시스템 제어 보드를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9351e6d9a12949328bdeb675384c47c0a0586ffa255bf4a5354103691572fbfa28cab3eb02336cc9cbfc7759894f17829939c99cb388630f8a,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5e05378ec6fc136211f51c6c8a451b435b97cf690b81a930e49d3dd515cc9f551d94ac2c57b63a97c843bb5d71bb9ca2b9fc3d8c6e08c858,69,머신러닝 기반의 액상시료 정량 분석 알고리즘을 탑재한 고집속 고감도 형광검출 스캐닝 시스템,G01N 21/64|G01N 33/487|G06N 20/00,20220215.0,1020220018846.0,,,,,공개,알고리즘,"머신러닝 기반의 액상시료 정량 분석 알고리즘을 탑재한 고집속 고감도 형광검출 스캐닝 시스템 본 발명은 분석 과정에서 증폭 중인 유전자 시료에 대한 다중 형광신호를 고감도로 검출 및 분석하여 검출 한계와 민감도를 향상시켜 분자진단의 분석 정밀도를 향상시킬 수 있는 소형 qPCR(quantitative Polymerase Chain Reaction) 장비용 머신러닝 기반의 액상시료 정량 분석 알고리즘을 탑재한 다채널 고집속 고감도 형광검출 스캐닝 시스템에 관한 것으로, 형광검출 스캐닝 시스템은 광방출-광검출 스캔 구조를 구비하는 다중 형광검출 광학 모듈, 다중 형광검출 광학 모듈의 평면 이동을 지지하는 2차원 구동 스테이지, 및 다중 형광검출 광학 모듈과 2차원 구동 스테이지의 동작을 제어하는 시스템 제어 보드를 포함한다. ",0.2733418312053544,2020,2020
869,삼성전자주식회사,20080625,1020080060223,"ECC 알고리즘을 이용한 플래시 메모리 장치 및 그 구동방법이 개시된다. 상기 플래시 메모리 장치는, 데이터를 저장하는 데이터 셀 및 제1 패리티 코드를 저장하는 패리티 셀을 포함하는 메모리 셀 어레이와, 플래시 메모리 장치의 동작 모드를 검출한 결과에 따라 제2 패리티 코드를 생성하는 패리티 제어부 및 상기 제1 패리티 코드 및 제2 패리티 코드 중 어느 하나를 입력받으며, 입력된 패리티 코드를 이용하여 상기 데이터 셀에 저장된 데이터에 대해 에러 정정 알고리즘을 수행하는 에러 정정 블록을 구비하는 것을 특징으로 하는 플래시 메모리 장치를 구비하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00e47933c0af962ad5677753e13aeb959ecaf3c854b3b64712cd6fd109730ea54a9b662d78ac1325723a7dcd0c4b48a9126d6de2d3ebf3083c,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfbc846bebe700e861e592be0ae4ba9924eccb74ac3705c6a275d72a84124e0a72dbfce9554002f32736be132b699eadc5dc18f1084c590815,70,ECC 알고리즘을 이용한 플래시 메모리 장치 및 그구동방법,G11C 29/42|G11C 16/02,20100106.0,1020100000647.0,20140820.0,,20140812.0,1014317600000.0,등록,알고리즘,"ECC 알고리즘을 이용한 플래시 메모리 장치 및 그구동방법 ECC 알고리즘을 이용한 플래시 메모리 장치 및 그 구동방법이 개시된다. 상기 플래시 메모리 장치는, 데이터를 저장하는 데이터 셀 및 제1 패리티 코드를 저장하는 패리티 셀을 포함하는 메모리 셀 어레이와, 플래시 메모리 장치의 동작 모드를 검출한 결과에 따라 제2 패리티 코드를 생성하는 패리티 제어부 및 상기 제1 패리티 코드 및 제2 패리티 코드 중 어느 하나를 입력받으며, 입력된 패리티 코드를 이용하여 상기 데이터 셀에 저장된 데이터에 대해 에러 정정 알고리즘을 수행하는 에러 정정 블록을 구비하는 것을 특징으로 하는 플래시 메모리 장치를 구비하는 것을 특징으로 한다. ",0.243753727185698,2008,2008
870,연세대학교 산학협력단,20081202,1020080120906,"지하수오염취약성 평가 방법 및 시스템이 개시된다. 본 발명에 따른 지하수오염취약성 평가 방법은, 지하수오염취약성 관련 자료로부터 특정 지역에 적합한 지하수오염취약성 영향인자들을 도출하는 단계, 유전자 알고리즘을 이용하여, 상기 도출된 지하수오염취약성 영향인자들 각각에 대한 가중치를 산정하는 단계 및 상기 도출된 지하수오염취약성 영향인자들의 값과 상기 산정된 가중치를 이용하여 상기 특정 지역에 대한 지하수오염취약성 지수를 산출하는 단계를 포함하는 것을 특징으로 한다. 이러한 본 발명에 의하면 지하수오염취약성 영향인자의 가중치를 효율적으로 산출할 수 있으며, 다양한 지역에 적합하도록 보다 정확한 지하수오염취약성 평가를 수행할 수 있다.  DRASTIC 모델, 지하수오염취약성 평가, 유전자 알고리즘",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf72629c5f9dfb2d75fb3f59a755d36152d5e62c8989d42fa8bbb243b7f29348e7a40defa30d9f9fbada4270246e24777d2de3b3f4eac9535191c,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb518f282e135d8aa722ea3d2589e49e3f1ecba7b84da629c8547601fec5d55bf78aa5cae8c8c9cda72db2d75aea9f512a3bf71e4b94396da,71,유전자 알고리즘을 이용한 지하수오염취약성 평가 방법 및 시스템,G06Q 50/26|G01N 21/94|G01N 17/00,20100610.0,1020100062327.0,20110317.0,,20110309.0,1010228310000.0,소멸,알고리즘,"유전자 알고리즘을 이용한 지하수오염취약성 평가 방법 및 시스템 지하수오염취약성 평가 방법 및 시스템이 개시된다. 본 발명에 따른 지하수오염취약성 평가 방법은, 지하수오염취약성 관련 자료로부터 특정 지역에 적합한 지하수오염취약성 영향인자들을 도출하는 단계, 유전자 알고리즘을 이용하여, 상기 도출된 지하수오염취약성 영향인자들 각각에 대한 가중치를 산정하는 단계 및 상기 도출된 지하수오염취약성 영향인자들의 값과 상기 산정된 가중치를 이용하여 상기 특정 지역에 대한 지하수오염취약성 지수를 산출하는 단계를 포함하는 것을 특징으로 한다. 이러한 본 발명에 의하면 지하수오염취약성 영향인자의 가중치를 효율적으로 산출할 수 있으며, 다양한 지역에 적합하도록 보다 정확한 지하수오염취약성 평가를 수행할 수 있다.  DRASTIC 모델, 지하수오염취약성 평가, 유전자 알고리즘 ",0.2447573934860999,2008,2008
871,콴텍 주식회사,20220729,1020220094766,"단말기의 동작 방법은, 투자 자산에 대한 투자 자산 정보를 표시하는 단계; 상기 투자 자산 정보로부터 적어도 하나의 투자 자산 및 상기 적어도 하나의 투자 자산의 비중을 설정하는 설정 정보를 수신하는 단계; 상기 설정 정보에 기초하여, 포트폴리오에 따라 자금을 운용하는 알고리즘을 생성하는 단계; 및 상기 알고리즘을 투자 상품의 심사 대상으로 등록하는 단계를 포함할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93620fc635aa7be36b52daec3fb6cda990732847bd7d8ac4d22e1b547c74a94b4117d1ac12a3f93e46d6f20282325d21debaca63a4586fdc70,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfdcb19a5a772fd2b3e0e86150586d0963b3af00a794920cc2c4a20062ea2894ac29c4c5a9e9ce4736150bf825d3a59c10994815eff711dea8,72,"포트폴리오에 기반한 알고리즘을 생성하고, 알고리즘을 심사하는 방법 및 시스템",G06Q 40/06|G06Q 10/06|H04L 9/08,20240206.0,1020240016696.0,,,,,공개,알고리즘,"포트폴리오에 기반한 알고리즘을 생성하고, 알고리즘을 심사하는 방법 및 시스템 단말기의 동작 방법은, 투자 자산에 대한 투자 자산 정보를 표시하는 단계; 상기 투자 자산 정보로부터 적어도 하나의 투자 자산 및 상기 적어도 하나의 투자 자산의 비중을 설정하는 설정 정보를 수신하는 단계; 상기 설정 정보에 기초하여, 포트폴리오에 따라 자금을 운용하는 알고리즘을 생성하는 단계; 및 상기 알고리즘을 투자 상품의 심사 대상으로 등록하는 단계를 포함할 수 있다. ",0.2622883357675822,2022,2022
872,한국외국어대학교 연구산학협력단,20151020,1020150145810,"본 발명은 위하여 기상관측 정보의 분석 방법에 있어서, 데이터베이스에 기상관측 정보를 입력받는 (a)단계; 프로세서에서 상기 데이터베이스에 저장된 정보를 알고리즘 처리를 위한 인스턴스 변수로 변환하는 (b)단계; 프로세서에서 인스턴스 변수에 복수개의 서로 다른 분류 알고리즘을 적용하여 복수개의 알고리즘 성능 지표를 도출하는 (c)단계; 및 프로세서에서 성능 지표를 바탕으로 서로 다른 분류 알고리즘 각각에 가중치를 적용하여 인스턴스 변수를 분석하는 (d)단계를 포함하여, 복수개의 서로 다른 분류 알고리즘을 연계하여 기상관측 정보의 분석 정확도를 향상시킨 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e001c349847ab682d99b0f6e014d7644da18eca93a4ecd97f526af44db72edc823220d1184e529274181fee19a90580b8a5f27c290ac6c3e4df,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cffd0324281661ccec2e800df29427f32649814c0656620a4169156deb9fb8c40ad7eec0651c33e014543a38cb20170ed9d8c63ddbed47de17,73,복수개의 서로 다른 분류 알고리즘을 연계한 기상관측 정보의 분석 방법,G01W 1/10|G06Q 50/10|G06Q 50/26,,,20170113.0,,20170106.0,1016957970000.0,소멸,알고리즘,"복수개의 서로 다른 분류 알고리즘을 연계한 기상관측 정보의 분석 방법 본 발명은 위하여 기상관측 정보의 분석 방법에 있어서, 데이터베이스에 기상관측 정보를 입력받는 (a)단계; 프로세서에서 상기 데이터베이스에 저장된 정보를 알고리즘 처리를 위한 인스턴스 변수로 변환하는 (b)단계; 프로세서에서 인스턴스 변수에 복수개의 서로 다른 분류 알고리즘을 적용하여 복수개의 알고리즘 성능 지표를 도출하는 (c)단계; 및 프로세서에서 성능 지표를 바탕으로 서로 다른 분류 알고리즘 각각에 가중치를 적용하여 인스턴스 변수를 분석하는 (d)단계를 포함하여, 복수개의 서로 다른 분류 알고리즘을 연계하여 기상관측 정보의 분석 정확도를 향상시킨 것을 특징으로 한다. ",0.2834641420091728,2015,2015
873,리브라이블리 주식회사,20230227,1020230026051,"본 발명의 일 실시예에 따르면, 고령층에 특화된 운동/영양 처방 알고리즘을 활용하여 사용자에게 건강 및 영양 관련 솔루션을 제공하기 위한 장치에 있어서, 상기 사용자의 성별, 연령, 신체 기능 및 신체 특성에 관한 정보를 포함하는 신체 데이터, 상기 사용자가 섭취하는 음식에 관한 정보를 포함하는 영양 데이터, 및 상기 사용자의 생활 습관 및 보유 질병에 관한 정보을 포함하는 건강 데이터를 실시간으로 수집하도록 구성된 사용자 정보 수집부 - 상기 사용자 정보 수집부는, 상기 사용자의 사용자 단말에 체크 리스트가 제공되고, 상기 체크 리스트에 대한 답변이 상기 사용자 단말에 입력되는 방식으로 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터를 수집하고, 상기 신체 기능은 가동성, 안정성 및 운동 조절 수준을 포함하고, 상기 신체 특성은 키, 몸무게 및 BMI를 포함함 -; 상기 사용자 정보 수집부에 수집되는 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터에 대해, 예측 및 분류 알고리즘 및 비지도 학습을 포함하는 건강 및 영양 관련 처방 알고리즘을 적용함으로써 도출된 상기 건강 및 영양 관련 솔루션을 제공하도록 구성된 솔루션 제공부; 상기 솔루션 제공부에서 제공되는 상기 건강 및 영양 관련 솔루션에 기초하여, 상기 사용자 정보 수집부에 실시간으로 수집되는 상기 신체 데이터, 상기 영...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9302b6ccca3435e9c35ce89d8f9c2390fdf978780322ab20cc351ae0c57424224d362bcb78e148317bd81abda860db39794224e7e5110c4e43,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa2ac87768a49edaaeb8e6dbf09e12143409dec3e0f08b6fc85ae19b8168169daa31b4cfc42e5f69cc0019756c7a03eb6d98225f84880e1ca,74,고령층에 특화된 운동/영양 처방 알고리즘을 활용하여 사용자에게 건강 및 영양 관련 솔루션을 제공하기 위한 장치,G16H 20/30|G16H 20/60|G16H 10/60|G16H 10/20|G16H 80/00|G06N 20/00|G16H 40/20,20240904.0,1020240132827.0,,,,,공개,알고리즘,"고령층에 특화된 운동/영양 처방 알고리즘을 활용하여 사용자에게 건강 및 영양 관련 솔루션을 제공하기 위한 장치 본 발명의 일 실시예에 따르면, 고령층에 특화된 운동/영양 처방 알고리즘을 활용하여 사용자에게 건강 및 영양 관련 솔루션을 제공하기 위한 장치에 있어서, 상기 사용자의 성별, 연령, 신체 기능 및 신체 특성에 관한 정보를 포함하는 신체 데이터, 상기 사용자가 섭취하는 음식에 관한 정보를 포함하는 영양 데이터, 및 상기 사용자의 생활 습관 및 보유 질병에 관한 정보을 포함하는 건강 데이터를 실시간으로 수집하도록 구성된 사용자 정보 수집부 - 상기 사용자 정보 수집부는, 상기 사용자의 사용자 단말에 체크 리스트가 제공되고, 상기 체크 리스트에 대한 답변이 상기 사용자 단말에 입력되는 방식으로 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터를 수집하고, 상기 신체 기능은 가동성, 안정성 및 운동 조절 수준을 포함하고, 상기 신체 특성은 키, 몸무게 및 BMI를 포함함 -; 상기 사용자 정보 수집부에 수집되는 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터에 대해, 예측 및 분류 알고리즘 및 비지도 학습을 포함하는 건강 및 영양 관련 처방 알고리즘을 적용함으로써 도출된 상기 건강 및 영양 관련 솔루션을 제공하도록 구성된 솔루션 제공부; 상기 솔루션 제공부에서 제공되는 상기 건강 및 영양 관련 솔루션에 기초하여, 상기 사용자 정보 수집부에 실시간으로 수집되는 상기 신체 데이터, 상기 영...(이하생략) ",0.2888701671550383,2023,2023
874,리브라이블리 주식회사,20230227,1020230026075,"본 발명의 일 실시예에 따르면, 사용자의 PHR 데이터 피드백을 기반으로 알고리즘을 자동 수정하여 사용자에게 최적화된 개인 맞춤형 건강 및 영양 관련 솔루션을 제공하기 위한 장치에 있어서, 상기 사용자의 성별, 연령, 신체 기능 및 신체 특성에 관한 정보를 포함하는 신체 데이터, 상기 사용자가 섭취하는 음식에 관한 정보를 포함하는 영양 데이터, 및 상기 사용자의 생활 습관 및 보유 질병에 관한 정보을 포함하는 건강 데이터를 실시간으로 수집하도록 구성된 사용자 정보 수집부 - 상기 사용자 정보 수집부는, 상기 사용자의 사용자 단말에 체크 리스트가 제공되고, 상기 체크 리스트에 대한 답변이 상기 사용자 단말에 입력되는 방식으로 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터를 수집하고, 상기 신체 기능은 가동성, 안정성 및 운동 조절 수준을 포함하고, 상기 신체 특성은 키, 몸무게 및 BMI를 포함함 -; 상기 사용자 정보 수집부에 수집되는 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터에 대해, 건강 및 영양 관련 처방 알고리즘을 적용함으로써 도출된 상기 건강 및 영양 관련 솔루션을 제공하도록 구성된 솔루션 제공부; 상기 솔루션 제공부에서 제공되는 상기 건강 및 영양 관련 솔루션에 기초하여, 상기 사용자 정보 수집부에 실시간으로 수집되는 상기 신체 데이터, 상기 영양 데이터 및 ...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9302b6ccca3435e9c35ce89d8f9c2390fdf978780322ab20cc351ae0c57424224d95a39d27c6b360ea31b3e2f581ec589e22b1f866baa9af62,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa2ac87768a49edaaeb8e6dbf09e12143409dec3e0f08b6fc85ae19b8168169da5888d8cddb9931ed2133d00a8746761d38e09085231e31b2,75,사용자의 PHR 데이터 피드백을 기반으로 알고리즘을 자동 수정하여 사용자에게 최적화된 개인 맞춤형 건강 및 영양 관련 솔루션을 제공하기 위한 장치,G16H 20/60|G16H 10/60|G16H 50/20|G16H 50/70|G16H 40/20|G16H 80/00|G16H 15/00|G06N 3/0985|G06N 3/045|A61B 5/103|A61B 5/00,20240904.0,1020240132843.0,,,,,공개,알고리즘,"사용자의 PHR 데이터 피드백을 기반으로 알고리즘을 자동 수정하여 사용자에게 최적화된 개인 맞춤형 건강 및 영양 관련 솔루션을 제공하기 위한 장치 본 발명의 일 실시예에 따르면, 사용자의 PHR 데이터 피드백을 기반으로 알고리즘을 자동 수정하여 사용자에게 최적화된 개인 맞춤형 건강 및 영양 관련 솔루션을 제공하기 위한 장치에 있어서, 상기 사용자의 성별, 연령, 신체 기능 및 신체 특성에 관한 정보를 포함하는 신체 데이터, 상기 사용자가 섭취하는 음식에 관한 정보를 포함하는 영양 데이터, 및 상기 사용자의 생활 습관 및 보유 질병에 관한 정보을 포함하는 건강 데이터를 실시간으로 수집하도록 구성된 사용자 정보 수집부 - 상기 사용자 정보 수집부는, 상기 사용자의 사용자 단말에 체크 리스트가 제공되고, 상기 체크 리스트에 대한 답변이 상기 사용자 단말에 입력되는 방식으로 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터를 수집하고, 상기 신체 기능은 가동성, 안정성 및 운동 조절 수준을 포함하고, 상기 신체 특성은 키, 몸무게 및 BMI를 포함함 -; 상기 사용자 정보 수집부에 수집되는 상기 신체 데이터, 상기 영양 데이터 및 상기 건강 데이터에 대해, 건강 및 영양 관련 처방 알고리즘을 적용함으로써 도출된 상기 건강 및 영양 관련 솔루션을 제공하도록 구성된 솔루션 제공부; 상기 솔루션 제공부에서 제공되는 상기 건강 및 영양 관련 솔루션에 기초하여, 상기 사용자 정보 수집부에 실시간으로 수집되는 상기 신체 데이터, 상기 영양 데이터 및 ...(이하생략) ",0.2604069105268416,2023,2023
875,(주)엔씨코리아,20211007,1020210133197,"본 발명은 딥러닝 알고리즘 알고리즘을 이용한 전력량계 오차 정밀도 진단방법에 관한 것이다. 본 발명은 전력량계에서 측정한 계량 데이터를 통하여 일정주기 동안의 전압 및 전류를 계측하는 단계와 딥러닝 알고리즘 측정부로부터 예측 전력량을 측정하는 단계와 상기 전력량계의 제1 전류센서로부터 계측 전력량을 측정하는 단계와 상기 전력량계의 제2 전류센서로부터 비교 전력량을 측정하는 단계와 상기 예측 전력량과 상기 계측 전력량과 상기 비교 전력량이 모두 다르면 오차 정밀도의 진단에 문제가 있는 것으로 판단하는 단계를 포함하는 것을 특징으로 한다.  또한, 1개의 전류센서와 딥러닝 알고리즘을 활용하는 방법으로, 계량 전력량을 계량하는 제1 전류센서와 딥러닝 알고리즘을 통해 예측 전력량을 상호 비교하여 계기의 오차정밀도를 진단하는 방법을 포함하며, 오차가 있으면 외부로 관련 이벤트를 전송하는 진단 장치와 상기 진단장치로부터 관련 이벤트를 전송받는 서버를 포함하는 것을 특징으로 하는 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c939f001320c5aed0a0b834fbf5c5b84679655339fc104e133e44848d44e9183fd91369a737eae5c8ed7a711764f13bc8f38b5ecfaa49e784f6,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cff377056d377eb082cf267116577d754783f4a0f2a06a493463637f3034c6f2326185968eff1f0b8a091c2066d67b7a4a55fc2b446c715ba6,76,딥러닝 알고리즘을 이용한 전력량계 오차 정밀도 진단방법,G01R 22/06|G01R 22/10|G01R 21/06|G06N 20/00,20230414.0,1020230050007.0,20240213.0,,20240206.0,1026358640000.0,등록,알고리즘,"딥러닝 알고리즘을 이용한 전력량계 오차 정밀도 진단방법 본 발명은 딥러닝 알고리즘 알고리즘을 이용한 전력량계 오차 정밀도 진단방법에 관한 것이다. 본 발명은 전력량계에서 측정한 계량 데이터를 통하여 일정주기 동안의 전압 및 전류를 계측하는 단계와 딥러닝 알고리즘 측정부로부터 예측 전력량을 측정하는 단계와 상기 전력량계의 제1 전류센서로부터 계측 전력량을 측정하는 단계와 상기 전력량계의 제2 전류센서로부터 비교 전력량을 측정하는 단계와 상기 예측 전력량과 상기 계측 전력량과 상기 비교 전력량이 모두 다르면 오차 정밀도의 진단에 문제가 있는 것으로 판단하는 단계를 포함하는 것을 특징으로 한다.  또한, 1개의 전류센서와 딥러닝 알고리즘을 활용하는 방법으로, 계량 전력량을 계량하는 제1 전류센서와 딥러닝 알고리즘을 통해 예측 전력량을 상호 비교하여 계기의 오차정밀도를 진단하는 방법을 포함하며, 오차가 있으면 외부로 관련 이벤트를 전송하는 진단 장치와 상기 진단장치로부터 관련 이벤트를 전송받는 서버를 포함하는 것을 특징으로 하는 것이다. ",0.2865334585341856,2021,2021
